company,species,REF,review_year,cocoa_percent,company_location,rating,bean_type,bean_origin,is_blend,is_domestic
Cacao Atlanta,"Dominican Republic, ""Love Bar""",502,2010,0.75,U.S.A.,2.5,Others,Dominican Republic,1,0
Cacao Atlanta,Dominican Republic w/ nibs,502,2010,0.75,U.S.A.,2.75,Others,Dominican Republic,0,0
Cacao Atlanta,Patanemo,600,2010,0.75,U.S.A.,2.25,Others,Venezuela,0,0
Cacao Barry,Grand 'Anse,1716,2016,0.65,France,3.5,"Trinitario, Criollo",Haiti,0,0
Cacao Barry,Santo Domingo,586,2010,0.7,France,3.0,Others,Dominican Republic,0,0
Cacao Barry,Tanzania,300,2008,0.75,France,2.0,Others,Tanzania,0,0
Cacao Barry,Venezuela,141,2007,0.72,France,2.0,Others,Venezuela,0,0
Cacao Barry,Mexico,147,2007,0.66,France,3.0,Others,Mexico,0,0
Cacao de Origen,Chuao,1688,2015,0.77,Venezuela,3.5,Trinitario,Venezuela,0,1
Cacao de Origen,Rio Caribe,1692,2015,0.75,Venezuela,3.25,Trinitario,Venezuela,0,1
Cacao de Origen,Agua Fria; Sucre region,1391,2014,0.75,Venezuela,2.5,Others,Venezuela,1,1
Cacao de Origen,Macuare; Miranda; Chloe formula,1391,2014,0.74,Venezuela,3.25,Others,Venezuela,1,1
Cacao de Origen,"Chuao, Aragua region",1391,2014,0.75,Venezuela,3.5,Trinitario,Venezuela,1,1
Cacao de Origen,"Chuao, Aragua region",1395,2014,0.7,Venezuela,3.75,Trinitario,Venezuela,1,1
Cacao de Origin,Hacienda la Trinidad,1668,2015,0.74,Venezuela,3.25,Others,Venezuela,0,1
Cacao Hunters,Macondo,1816,2016,0.71,Colombia,3.75,Others,Colombia,0,1
Cacao Hunters,Perla Negra,1816,2016,0.74,Colombia,3.75,Others,Colombia,0,1
Cacao Hunters,Arhuacos,1662,2015,0.72,Colombia,3.75,Others,Colombia,0,1
Cacao Hunters,Sierra Nevada,1430,2014,0.64,Colombia,3.5,Others,Colombia,0,1
Cacao Hunters,Tumaco,1430,2014,0.7,Colombia,3.5,Others,Colombia,0,1
Cacao Hunters,"Boyaca, Aprocampa Coop, Pauna",1434,2014,0.69,Colombia,2.75,Others,Colombia,1,1
Cacao Hunters,Arauca,1434,2014,0.7,Colombia,3.25,Others,Colombia,0,1
Cacao Market,"Jutiapa, lot 050916D",1860,2016,0.7,U.S.A.,3.5,Trinitario,Honduras,1,0
Cacao Prieto,"Criollo, Dominican Republic",991,2012,0.72,U.S.A.,3.75,Criollo,Dominican Republic,1,0
Cacao Prieto,"Dominican Republicm, rustic",641,2011,0.72,U.S.A.,3.0,Others,Dominican Republic,1,0
Cacao Prieto,Dominican Republic,641,2011,0.66,U.S.A.,3.75,Others,Dominican Republic,0,0
Cacao Prieto,"Dominican Republic, rustic",647,2011,0.65,U.S.A.,3.25,Others,Dominican Republic,1,0
Cacao Sampaka,"Mahali, Kasai",1908,2016,0.7,Spain,3.5,Criollo,Congo,1,0
Cacao Sampaka,Madagascar,508,2010,0.71,Spain,3.5,Trinitario,Madagascar,0,0
Cacao Sampaka,Ecuador,523,2010,0.71,Spain,3.75,Others,Ecuador,0,0
Cacao Sampaka,Papua,523,2010,0.71,Spain,4.0,Others,Papua New Guinea,0,0
Cacao Sampaka,Grenada,537,2010,0.71,Spain,3.25,Trinitario,Grenada,0,0
Cacao Sampaka,Venezuela,537,2010,0.71,Spain,3.5,Others,Venezuela,0,0
Cacao Sampaka,Venezuela,537,2010,0.77,Spain,3.5,Others,Venezuela,0,0
Cacao Sampaka,"Porcelana, Tabasco, La Joya",336,2009,0.7,Spain,4.0,Criollo,Mexico,1,0
Cacao Sampaka,"Xoconusco, Chiapas",346,2009,0.7,Spain,4.0,Criollo,Mexico,1,0
Cacao Store,Madagascar,1684,2015,0.7,Japan,3.0,Trinitario,Madagascar,0,0
Cacao Store,Peru,1684,2015,0.7,Japan,3.25,Others,Peru,0,0
Cacao Store,Vietnam,1684,2015,0.7,Japan,3.5,Trinitario,Vietnam,0,0
Cacaosuyo (Theobroma Inversiones),Piura,1173,2013,0.7,Peru,3.25,Others,Peru,0,1
Cacaoyere (Ecuatoriana),Amazonia,237,2008,0.63,Ecuador,3.5,Forastero (Arriba),Ecuador,0,1
Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,0.71,Ecuador,3.5,Forastero (Arriba),Ecuador,0,1
Cacaoyere (Ecuatoriana),Bolivar,245,2008,0.82,Ecuador,2.5,Forastero (Arriba),Ecuador,0,1
Cacaoyere (Ecuatoriana),Pichincha,259,2008,0.91,Ecuador,1.5,Forastero (Arriba),Ecuador,0,1
Callebaut,Grenade,296,2008,0.6,Belgium,2.75,Trinitario,Grenada,0,0
Callebaut,Baking,141,2007,0.7,Belgium,1.0,Others,Ecuador,0,0
C-Amaro,Cuba,1442,2014,0.75,Italy,2.5,Others,Cuba,0,0
C-Amaro,Dominican Republic,1442,2014,0.72,Italy,3.0,Others,Dominican Republic,0,0
C-Amaro,"Lago di Como, Blu",1442,2014,0.7,Italy,3.5,Blend,Others,1,0
C-Amaro,Ecuador,1185,2013,1.0,Italy,3.5,Others,Ecuador,0,0
C-Amaro,Venezuela,809,2012,0.8,Italy,3.0,Others,Venezuela,0,0
C-Amaro,Sao Tome,749,2011,0.78,Italy,2.25,Forastero,Sao Tome,0,0
C-Amaro,Trinidad,765,2011,0.7,Italy,2.5,Trinitario,Trinidad,0,0
Cao,Porcelana,1804,2016,0.75,U.S.A.,2.5,Criollo,Venezuela,0,0
Cao,Tanzania,1804,2016,0.73,U.S.A.,2.75,Others,Tanzania,0,0
Cao,"Porcelana, Batch 5163",1804,2016,0.7,U.S.A.,3.0,Criollo,Venezuela,1,0
Cao,Bolivia,1808,2016,0.75,U.S.A.,3.0,Others,Bolivia,0,0
Cao,Brazil,1808,2016,0.7,U.S.A.,3.25,Trinitario,Brazil,0,0
Caoni (Tulicorp),Esmeraldas,237,2008,0.77,Ecuador,2.0,Forastero (Arriba),Ecuador,0,1
Caoni (Tulicorp),Manabi,237,2008,0.77,Ecuador,2.5,Forastero (Arriba),Ecuador,0,1
Caoni (Tulicorp),Los Rios,245,2008,0.77,Ecuador,2.75,Forastero (Arriba),Ecuador,0,1
Caoni (Tulicorp),Manabi,266,2008,0.55,Ecuador,3.0,Forastero (Arriba),Ecuador,0,1
Caoni (Tulicorp),Los Rios,269,2008,0.55,Ecuador,3.25,Forastero (Arriba),Ecuador,0,1
Caoni (Tulicorp),Esmeraldas,269,2008,0.55,Ecuador,3.5,Forastero (Arriba),Ecuador,0,1
Captain Pembleton,"Saidor Estate, Madang P.",1263,2014,0.7,New Zealand,3.5,Trinitario,Papua New Guinea,1,0
Captain Pembleton,Kulili Estate,1263,2014,0.7,New Zealand,3.75,Others,Papua New Guinea,0,0
Caribeans,"Antigua, Special Reserve",1582,2015,0.72,Costa Rica,3.5,Others,Guatemala,1,0
Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,0.72,Costa Rica,3.25,Others,Costa Rica,1,1
Caribeans,Anselmo Paraiso Estate,1586,2015,0.72,Costa Rica,3.5,Others,Costa Rica,0,1
Caribeans,Costa Rica,841,2012,0.72,Costa Rica,3.0,Forastero,Costa Rica,0,1
Caribeans,Costa Rica,845,2012,0.8,Costa Rica,2.75,Forastero,Costa Rica,0,1
Carlotta Chocolat,Arauca,1884,2016,0.65,Colombia,3.0,Trinitario,Colombia,0,1
Carlotta Chocolat,Tumaco,1888,2016,0.65,Colombia,3.25,Trinitario,Colombia,0,1
Carlotta Chocolat,Cordoba,1888,2016,0.65,Colombia,3.25,Trinitario,Colombia,0,1
Carlotta Chocolat,Huila,1888,2016,0.65,Colombia,3.5,Trinitario,Colombia,0,1
Carlotta Chocolat,Cesar,1888,2016,0.65,Colombia,3.5,CCN51,Colombia,0,1
Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,0.72,U.S.A.,4.0,Trinitario,Belize,1,0
Castronovo,"the lost city, gracias a dias, batch 362",1570,2015,0.72,U.S.A.,3.5,Trinitario,Honduras,1,0
Castronovo,"Duarte, Batch 360",1570,2015,0.7,U.S.A.,3.75,"Criollo, Trinitario",Dominican Republic,1,0
Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,0.72,U.S.A.,3.5,Others,Venezuela,1,0
Castronovo,Sierra Nevada,1347,2014,0.72,U.S.A.,3.5,"Criollo, Trinitario",Colombia,0,0
Castronovo,Arauca,1371,2014,0.76,U.S.A.,3.5,"Criollo, Trinitario",Colombia,0,0
Castronovo,Elvesia P.,1407,2014,0.7,U.S.A.,2.75,Trinitario,Dominican Republic,0,0
Castronovo,Bolivia,1101,2013,0.7,U.S.A.,3.0,Trinitario,Bolivia,0,0
Castronovo,Conacado,1101,2013,0.73,U.S.A.,3.5,Trinitario,Dominican Republic,0,0
Castronovo,San Martin,1105,2013,0.7,U.S.A.,2.5,Criollo,Peru,0,0
Castronovo,"Guaniamo, Amazonas",1105,2013,0.7,U.S.A.,3.25,Others,Venezuela,1,0
Castronovo,Nicaragua,1109,2013,0.72,U.S.A.,3.25,Trinitario,Nicaragua,0,0
Castronovo,Tumbes,1153,2013,0.7,U.S.A.,2.75,Criollo,Peru,0,0
Castronovo,Guaniamo,1153,2013,0.72,U.S.A.,3.0,Others,Venezuela,0,0
Cello,Ecuador,1247,2014,0.7,U.S.A.,2.5,Others,Ecuador,0,0
Cello,Peru,1247,2014,0.7,U.S.A.,2.75,Others,Peru,0,0
Cello,Venezuela,1251,2014,0.7,U.S.A.,2.75,Others,Venezuela,0,0
Cello,Bolivia,1251,2014,0.7,U.S.A.,3.0,Others,Bolivia,0,0
Cemoi,Equateur,404,2009,0.72,France,2.75,Others,Ecuador,0,0
Chaleur B,Uganda,1426,2014,0.7,Canada,2.75,Forastero,Uganda,0,0
Charm School,Maya Mtn,1900,2016,0.7,U.S.A.,3.25,Others,Belize,0,0
Chchukululu (Tulicorp),Arriba,486,2010,0.55,Ecuador,2.75,Forastero (Arriba),Ecuador,0,1
Chchukululu (Tulicorp),Los Rios,252,2008,0.75,Ecuador,3.0,Forastero (Arriba),Ecuador,0,1
Chequessett,la Amistad,1235,2014,0.7,U.S.A.,3.5,Others,Costa Rica,0,0
Chloe Chocolat,Blend No. 1,672,2011,0.7,France,3.5,Others,Others,1,0
Chocablog,Ecuador,1454,2015,0.7,England,3.25,Others,Ecuador,0,0
Choco Del Sol,Maya Mountain w/ nibs,1407,2014,0.75,Germany,3.0,Trinitario,Belize,0,0
Choco Del Sol,Maya Mountain,1407,2014,0.82,Germany,3.25,Trinitario,Belize,0,0
Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,0.7,South Korea,2.75,Trinitario,Vietnam,1,0
Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,0.7,South Korea,3.5,Trinitario,Malaysia,1,0
Chocolarder,Peru,1482,2015,0.65,England,2.5,Criollo,Peru,0,0
Chocolarder,Peru + nibs,1482,2015,0.65,England,2.75,Criollo,Peru,0,0
Chocolarder,Dominican Republic,1514,2015,0.8,England,2.5,Others,Dominican Republic,0,0
Chocola'te,Madagascar,647,2011,0.7,U.S.A.,3.75,Trinitario,Madagascar,0,0
Chocola'te,Venezuela,647,2011,0.68,U.S.A.,3.75,Others,Venezuela,0,0
Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,0.9,U.S.A.,2.5,Others,Peru,1,0
Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",1772,2016,0.8,U.S.A.,2.5,Others,Others,1,0
Chocolate Con Amor,Wild Bolivian,1760,2016,0.7,U.S.A.,2.5,Others,Bolivia,0,0
Chocolate Con Amor,Uganda,1760,2016,0.7,U.S.A.,2.75,Others,Uganda,0,0
Chocolate Con Amor,Dominican Republic,1764,2016,0.6,U.S.A.,3.0,Others,Dominican Republic,0,0
Chocolate Con Amor,Dominican Republic,1764,2016,0.75,U.S.A.,3.0,Others,Dominican Republic,0,0
Chocolate Con Amor,Ocumare,1764,2016,0.8,U.S.A.,3.0,Criollo (Ocumare),Venezuela,0,0
Chocolate Con Amor,Ecuador,1764,2016,0.7,U.S.A.,3.25,Others,Ecuador,0,0
Chocolate Con Amor,Nicaragua,1768,2016,0.8,U.S.A.,2.75,Others,Nicaragua,0,0
Chocolate Conspiracy,Peru,1259,2014,0.74,U.S.A.,2.75,Others,Peru,0,0
Chocolate Makers,Tres Hombres,1530,2015,0.75,Holland,3.25,Trinitario,Dominican Republic,0,0
Chocolate Makers,"Congo, Gorilla bar",1530,2015,0.68,Holland,3.5,Forastero,Congo,1,0
Chocolate Makers,"Peru, Awagum bar",1530,2015,0.8,Holland,3.75,Criollo,Peru,1,0
"Chocolate Tree, The",Maranon,1582,2015,0.69,Scotland,3.75,Forastero (Nacional),Peru,0,0
"Chocolate Tree, The",Carenero Superior,1582,2015,0.8,Scotland,3.75,Trinitario,Venezuela,0,0
"Chocolate Tree, The",Peru,1121,2013,0.7,Scotland,3.75,Forastero (Nacional),Peru,0,0
"Chocolate Tree, The",Ecuador,919,2012,0.82,Scotland,2.5,Forastero (Arriba),Ecuador,0,0
"Chocolate Tree, The",Peru,919,2012,0.68,Scotland,2.75,Criollo,Peru,0,0
"Chocolate Tree, The",Madagascar,919,2012,0.72,Scotland,3.25,Criollo,Madagascar,0,0
Chocolats Privilege,Xoconusco,1219,2014,0.7,Canada,2.5,Criollo,Mexico,0,0
ChocoReko,Patanemo,1454,2015,0.77,Japan,3.0,Criollo,Venezuela,0,0
Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,0.65,Canada,3.25,Others,Mexico,1,0
Chocovic,Xoconusco,478,2010,0.71,Spain,3.25,Criollo,Mexico,0,0
Chocovic,Sambirano,478,2010,0.71,Spain,3.5,Trinitario,Madagascar,0,0
Chocovic,Kendari,439,2009,0.6,Spain,3.25,Others,Others,0,0
Chocovic,Tarakan,439,2009,0.75,Spain,3.25,Others,Others,0,0
Chocovic,Ocumare,209,2008,0.71,Spain,3.5,Criollo,Venezuela,0,0
Chocovic,"Bolivar, Guaranda",117,2007,0.71,Spain,2.5,Forastero (Arriba),Ecuador,1,0
Chocovic,Guyave,117,2007,0.71,Spain,2.5,Trinitario,Grenada,0,0
Chocovic,Maragda,117,2007,0.7,Spain,3.0,Blend,Others,0,0
Chocovivo,Tabasco,1522,2015,0.65,U.S.A.,2.5,Trinitario,Mexico,0,0
Chocovivo,Tabasco,1522,2015,0.75,U.S.A.,2.5,Trinitario,Mexico,0,0
Choklat,Ocumare,377,2009,0.8,Canada,2.5,Criollo,Venezuela,0,0
Choklat,"Porcelana, Tabasco",377,2009,0.7,Canada,2.75,Criollo,Mexico,1,0
Choklat,Brazilian,377,2009,0.7,Canada,3.0,Others,Brazil,0,0
Choklat,Brazilian,377,2009,0.8,Canada,3.0,Others,Brazil,0,0
Choklat,Ocumare,377,2009,0.7,Canada,3.0,Criollo,Venezuela,0,0
Chokolat Elot (Girard),Guadeloupe,1149,2013,0.42,Martinique,2.75,Others,Martinique,0,1
Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,0.75,Canada,3.25,Others,Mexico,1,0
Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,0.68,Canada,3.75,Forastero (Nacional),Peru,1,0
Chuao Chocolatier,Choroni,445,2009,0.61,U.S.A.,3.0,Criollo,Venezuela,0,0
Chuao Chocolatier (Pralus),Chuao,486,2010,0.77,U.S.A.,2.75,Trinitario,Venezuela,0,0
Claudio Corallo,Terreiro Velho P.,470,2010,0.735,Sao Tome,3.75,Forastero,"Sao Tome,Principe",1,0
Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,0.8,Sao Tome,3.0,Forastero,"Sao Tome,Principe",1,0
Claudio Corallo,Terreiro Velho P.,227,2008,0.75,Sao Tome,4.0,Forastero,"Sao Tome,Principe",1,0
Claudio Corallo,Principe,252,2008,1.0,Sao Tome,1.0,Forastero,"Sao Tome,Principe",1,0
Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,0.73,U.S.A.,3.5,Others,Ecuador,1,0
Coleman & Davis,Sambirano,1646,2015,0.75,U.S.A.,3.0,Trinitario,Madagascar,0,0
Compania de Chocolate (Salgado),Sur del Lago,579,2010,0.7,Argentina,3.25,Others,Venezuela,0,0
Compania de Chocolate (Salgado),Carenero Superior,292,2008,0.8,Argentina,2.75,Trinitario,Venezuela,0,0
Compania de Chocolate (Salgado),Moxos,292,2008,0.72,Argentina,3.25,Others,Bolivia,0,0
Compania de Chocolate (Salgado),Ocumare,292,2008,0.7,Argentina,3.75,Criollo,Venezuela,0,0
Compania de Chocolate (Salgado),Esmeraldas,296,2008,0.88,Argentina,2.75,Forastero (Nacional),Ecuador,0,0
Condor,Camino Verde,1630,2015,0.76,U.S.A.,3.5,Others,Ecuador,0,0
Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,0.78,U.S.A.,2.75,Trinitario,Vietnam,1,0
Coppeneur,"Ecuador, Puristique",1169,2013,0.65,Germany,3.25,Forastero (Nacional),Ecuador,1,0
Coppeneur,Ghana Puristique,813,2012,0.85,Germany,3.5,Forastero,Ghana,0,0
Coppeneur,Ecuador Puristique,817,2012,1.0,Germany,1.5,Others,Ecuador,0,0
Coppeneur,Uba Budo,821,2012,0.72,Germany,3.75,Forastero,"Sao Tome,Principe",1,0
Coppeneur,Madagascar,959,2012,0.7,Germany,3.5,Trinitario,Madagascar,0,0
Coppeneur,Grenada,470,2010,0.72,Germany,3.25,Trinitario,Grenada,0,0
Coppeneur,Chuao,478,2010,0.7,Germany,3.0,Trinitario,Venezuela,0,0
Coppeneur,"Los Rios, H. Iara",558,2010,0.72,Germany,2.5,Nacional,Ecuador,1,0
Coppeneur,Trinidad,558,2010,0.72,Germany,3.0,Trinitario,Trinidad,0,0
Coppeneur,Jamaica,558,2010,0.72,Germany,3.25,Trinitario,Jamaica,0,0
Coppeneur,Ocumare 61,558,2010,0.72,Germany,3.25,Criollo (Ocumare 61),Venezuela,0,0
Coppeneur,"Porcelana, Apotequil",341,2009,0.72,Germany,3.0,Criollo,Peru,1,0
Coppeneur,"Porcelana, Apotequil",445,2009,0.62,Germany,3.25,Criollo,Peru,1,0
Coppeneur,Chuao 100hr,451,2009,0.7,Germany,3.5,"Criollo, Trinitario",Venezuela,0,0
Coppeneur,Chuao 70hr,451,2009,0.7,Germany,3.75,"Criollo, Trinitario",Venezuela,0,0
Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,0.72,Germany,3.0,Criollo,Mexico,1,0
Coppeneur,"Porcelana, Venezuela",220,2008,0.72,Germany,3.0,Criollo (Porcelana),Venezuela,1,0
Coppeneur,"Sambirano, Menava P.",196,2007,0.72,Germany,3.0,Trinitario,Madagascar,1,0
Cote d' Or (Kraft),Sensations Intense,48,2006,0.7,Belgium,1.0,Others,Others,0,0
Cravve,New Ireland,1283,2014,0.7,Australia,2.5,Forastero,Papua New Guinea,0,0
Cravve,"Vanuatu, batch 2410",1335,2014,0.83,Australia,2.75,Trinitario,Vanuatu,1,0
Cravve,"Tanzania, batch a1",971,2012,0.75,Australia,3.25,Forastero,Tanzania,1,0
Cravve,"Bahia, batch a1213",975,2012,0.65,Australia,3.25,Trinitario,Brazil,1,0
Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,0.67,Australia,3.25,Trinitario,Fiji,1,0
Cravve,Vanuatu,975,2012,0.64,Australia,3.25,Trinitario,Vanuatu,0,0
Cravve,Djual Island,975,2012,0.75,Australia,3.5,Forastero,Papua New Guinea,0,0
Creo,"""heirloom"", Arriba Nacional",1736,2016,0.85,U.S.A.,3.25,Forastero (Nacional),Ecuador,1,0
Creo,"""heirloom"", Arriba Nacional",1736,2016,0.73,U.S.A.,3.75,Forastero (Nacional),Ecuador,1,0
Daintree,Goodman Estate,1654,2015,0.7,Australia,2.75,Others,Australia,0,1
Daintree,"Daintree Estates, N. Queensland",785,2011,0.7,Australia,3.25,Others,Australia,1,1
Dalloway,"Dominican Republic, batch 7",1928,2017,0.72,U.S.A.,2.75,Others,Dominican Republic,1,0
Damson,Robson Estate,1610,2015,0.7,England,3.0,Trinitario,Trinidad,0,0
Damson,Los Rios,1610,2015,0.7,England,3.5,Others,Ecuador,0,0
Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,0.7,England,2.25,Others,Grenada,0,0
Damson,O'Payo,1666,2015,0.7,England,2.75,Others,Nicaragua,0,0
Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,0.7,U.S.A.,3.75,Others,Others,1,0
Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,0.7,U.S.A.,3.0,Trinitario,Belize,1,0
Dandelion,Maya Mountain,1219,2014,0.7,U.S.A.,3.5,Trinitario,Belize,0,0
Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,0.7,U.S.A.,3.5,Others,Ecuador,1,0
Dandelion,Buto,1303,2014,0.7,U.S.A.,2.75,Others,Liberia,0,0
Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,0.7,U.S.A.,3.75,Others,Dominican Republic,1,0
Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,0.7,U.S.A.,2.75,Others,Venezuela,1,0
Dandelion,Patanemo,1026,2013,0.7,U.S.A.,3.25,Others,Venezuela,0,0
Dandelion,"Mantuano, 2012",1085,2013,0.7,U.S.A.,3.5,Others,Venezuela,1,0
Dandelion,Papua New Guinea,1153,2013,0.7,U.S.A.,3.5,Others,Papua New Guinea,0,0
Dandelion,Upala,805,2012,0.7,U.S.A.,3.0,Others,Costa Rica,0,0
Dandelion,Colombian,805,2012,0.7,U.S.A.,3.25,Others,Colombia,0,0
Dandelion,"Elvesia, 2011",915,2012,0.7,U.S.A.,3.75,Others,Dominican Republic,1,0
Dandelion,Dominican Republic,654,2011,0.7,U.S.A.,3.25,Others,Dominican Republic,0,0
Dandelion,Madagascar,654,2011,0.7,U.S.A.,3.25,Trinitario,Madagascar,0,0
Dandelion,Tanzania,654,2011,0.7,U.S.A.,3.25,Others,Tanzania,0,0
Danta,Los Ujuxtes,1223,2014,0.82,Guatemala,3.25,Others,Guatemala,0,1
Danta,Chuao,987,2012,0.75,Guatemala,3.0,Trinitario,Venezuela,0,0
Danta,Los Ujuxtes,987,2012,0.7,Guatemala,3.75,Others,Guatemala,0,1
Danta,Sambirano,987,2012,0.7,Guatemala,3.75,Trinitario,Madagascar,0,0
Danta,Las Acacias E.,987,2012,0.7,Guatemala,4.0,Criollo,Guatemala,0,1
Danta,"Oscuro, Finca Chimelb",991,2012,0.7,Guatemala,3.25,Others,Guatemala,1,1
Danta,Los Ujuxtes,661,2011,0.6,Guatemala,3.5,Others,Guatemala,0,1
Danta,Las Acacias E.,423,2009,0.75,Guatemala,3.0,Criollo,Guatemala,0,1
Danta,Las Acacias E.,423,2009,0.6,Guatemala,3.25,Criollo,Guatemala,0,1
DAR,"Venezuela, batch 122",1920,2016,0.72,U.S.A.,2.75,Others,Venezuela,1,0
DAR,Vietnam,1920,2016,0.72,U.S.A.,3.0,Trinitario,Vietnam,0,0
DAR,"DUO, batch 002",1920,2016,0.7,U.S.A.,3.25,Others,"Ecuador,Costa Rica",1,0
Dark Forest,Bolivia,1708,2016,0.75,U.S.A.,3.25,Others,Bolivia,0,0
Dark Forest,Madagascar,1550,2015,0.7,U.S.A.,3.0,Trinitario,Madagascar,0,0
Dark Forest,Ocumare,1550,2015,0.7,U.S.A.,3.25,Others,Venezuela,0,0
Dark Forest,Tanzania,1554,2015,0.7,U.S.A.,3.0,Others,Tanzania,0,0
Dark Forest,Ecuador,1554,2015,0.7,U.S.A.,3.25,Others,Ecuador,0,0
Davis,Ghana,1093,2013,0.7,U.S.A.,2.5,Forastero,Ghana,0,0
Davis,Rainforest,1093,2013,0.7,U.S.A.,2.75,Others,Dominican Republic,0,0
Davis,Venezuela,1093,2013,0.7,U.S.A.,2.75,Others,Venezuela,0,0
Davis,West Africa,907,2012,0.58,U.S.A.,3.25,Forastero,West Africa,0,0
De Mendes,"Nativo, Varzea",1462,2015,0.72,Brazil,3.5,Others,Brazil,1,1
De Mendes,"Selvagem, Jari",1462,2015,0.65,Brazil,3.5,Others,Brazil,1,1
De Villiers,Bundibugyo District,1832,2016,0.7,South Africa,2.5,Forastero,Uganda,0,0
De Villiers,"Sambirano Valley, batch 2477",1832,2016,0.7,South Africa,3.0,Others,Madagascar,1,0
Dean and Deluca (Belcolade),Madagascar,170,2007,0.66,U.S.A.,2.5,Trinitario,Madagascar,0,0
Dean and Deluca (Belcolade),Costa Rica,175,2007,0.64,U.S.A.,3.0,Others,Costa Rica,0,0
Dean and Deluca (Belcolade),Ecuador,175,2007,0.71,U.S.A.,3.0,Others,Ecuador,0,0
Dean and Deluca (Belcolade),Ghana,175,2007,0.6,U.S.A.,3.0,Forastero,Ghana,0,0
Dean and Deluca (Belcolade),Papua New Guinea,180,2007,0.64,U.S.A.,3.0,Others,Papua New Guinea,0,0
Dean and Deluca (Belcolade),Peru,180,2007,0.64,U.S.A.,3.0,Others,Peru,0,0
Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,0.64,France,3.0,Others,Papua New Guinea,0,0
Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,0.66,France,3.75,Others,Venezuela,0,0
Desbarres,"Kilombero, batch 41",1916,2016,0.72,Canada,2.5,Others,Tanzania,1,0
DeVries,Bolivian,241,2008,0.8,U.S.A.,2.75,Others,Bolivia,0,0
DeVries,Costa Rica,166,2007,0.77,U.S.A.,3.5,Trinitario,Costa Rica,0,0
DeVries,Dominican Republic,166,2007,0.77,U.S.A.,3.5,Others,Dominican Republic,0,0
Dick Taylor,Lanquin Estate,1952,2017,0.7,U.S.A.,3.75,Others,Guatemala,0,0
Dick Taylor,Tien Giang,1864,2016,0.78,U.S.A.,3.5,Trinitario,Vietnam,0,0
Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,0.7,U.S.A.,3.75,Others,Bolivia,1,0
Dick Taylor,Elvesia,1235,2014,0.74,U.S.A.,3.5,Others,Dominican Republic,0,0
Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,0.7,U.S.A.,3.25,Others,Ecuador,1,0
Dick Taylor,Camino Verde,1193,2013,0.76,U.S.A.,3.5,Others,Ecuador,0,0
Dick Taylor,Bolivia,895,2012,0.75,U.S.A.,2.75,Others,Bolivia,0,0
Dick Taylor,Belize,955,2012,0.72,U.S.A.,2.75,Trinitario,Belize,0,0
Dick Taylor,Sambirano,661,2011,0.8,U.S.A.,2.75,Trinitario,Madagascar,0,0
Dick Taylor,Sambirano,661,2011,0.72,U.S.A.,3.0,Trinitario,Madagascar,0,0
Dick Taylor,Mantuano,682,2011,0.75,U.S.A.,2.75,Criollo,Venezuela,0,0
Dick Taylor,La Red,769,2011,0.74,U.S.A.,3.0,Others,Dominican Republic,0,0
Dick Taylor,Ecuador,769,2011,0.7,U.S.A.,3.25,Others,Ecuador,0,0
Doble & Bignall,Puerto Cabello,1688,2015,0.85,England,3.0,Others,Venezuela,0,0
Doble & Bignall,"Panama, Raven",1371,2014,0.72,England,3.25,Others,Panama,1,0
Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,0.72,England,3.25,Trinitario,Venezuela,1,0
Doble & Bignall,Johe,1407,2014,0.72,England,3.5,"Criollo, Trinitario",Nicaragua,0,0
Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,0.7,U.S.A.,3.75,Others,Hawaii,1,0
Dolfin (Belcolade),Africa,304,2008,0.88,Belgium,3.0,Forastero,West Africa,0,0
Dolfin (Belcolade),Noir,63,2006,0.7,Belgium,1.5,Others,Others,0,0
